hair,feathers,eggs,milk,airbone,aquatic,predator,toothed,backbone,breathes,venomous,fins,legs,tail,domestic,catsize,target
0.0,0.0,1.0,0.0,0.0,0.0,0.8445338486781514,0.8445338486781514,1.0,1.0,0.0,0.0,4.0,1.0,0.0,0.1554661513218486,3.0
0.0,0.0,0.7473201101373809,0.0,0.0,0.25267988986261913,1.0,1.0,1.0,0.7473201101373809,0.25267988986261913,0.0,0.0,1.0,0.0,0.0,3.0
0.0,0.0,1.0,0.0,0.0,0.0,0.46030786761092024,0.46030786761092024,1.0,1.0,0.0,0.0,4.0,1.0,0.0,0.5396921323890798,3.0
0.0,0.0,0.5867511656638482,0.0,0.0,0.4132488343361518,1.0,1.0,1.0,0.5867511656638482,1.0,0.0,0.0,1.0,0.0,0.0,3.0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.965255307264138,0.0,0.0,1.0,0.0,0.0,3.0
0.0,0.0,0.6070342476866847,0.0,0.0,0.3929657523133153,1.0,1.0,1.0,0.6070342476866847,1.0,0.0,0.0,1.0,0.0,0.0,3.0
0.0,0.0,1.0,0.0,0.0,0.0,0.27599918202254337,0.27599918202254337,1.0,1.0,0.0,0.0,4.0,1.0,0.0,0.7240008179774566,3.0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.2962735057040824,0.0,0.0,1.0,0.0,0.0,3.0
0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0
0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,4.0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0
0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0
0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0
0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,4.0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0
0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.3816139906669127,1.0,0.0,1.0,0.0,1.0,4.0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0
0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.5332371067520201,1.0,0.0,1.0,0.0,1.0,4.0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.3196924614122203,0.0,4.0
0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0
0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.9867350388401335,1.0,0.0,1.0,0.0,1.0,4.0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.05779824431514724,0.0,4.0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0
0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0
0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.769106174377851,1.0,0.0,1.0,0.0,1.0,4.0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0
0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0
0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0
0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0
0.0,0.0,1.0,0.0,0.0,1.0,0.023062425041415757,1.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,5.0
0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.47522533974161085,0.0,4.0,0.5247746602583891,0.0,0.0,5.0
0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,4.0,0.6001390282847445,0.0,0.0,5.0
0.0,0.0,1.0,0.0,0.0,1.0,0.04666566321361543,1.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,5.0
0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.026244481158540833,0.0,4.0,0.0,0.0,0.0,5.0
0.0,0.0,1.0,0.0,0.0,1.0,0.23277134043030423,1.0,1.0,1.0,0.23277134043030423,0.0,4.0,0.0,0.0,0.0,5.0
0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,4.0,0.9093935654671792,0.0,0.0,5.0
0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,4.0,0.3816139906669127,0.0,0.0,5.0
0.0,0.0,1.0,0.0,0.0,1.0,0.38246199126716274,1.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,5.0
0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,4.0,0.9832308858067882,0.0,0.0,5.0
0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5332371067520201,0.0,4.0,0.0,0.0,0.0,5.0
0.0,0.0,1.0,0.0,0.0,1.0,0.8599404067363206,1.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,5.0
0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.3196924614122203,0.0,4.0,0.0,0.0,0.0,5.0
0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.549500748030457,0.0,4.0,0.0,0.0,0.0,5.0
0.0,0.0,1.0,0.0,0.0,1.0,0.013264961159866528,1.0,1.0,1.0,0.013264961159866528,0.0,4.0,0.0,0.0,0.0,5.0
0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,4.0,0.05779824431514724,0.0,0.0,5.0
0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.4367117821544607,0.0,4.0,0.5632882178455393,0.0,0.0,5.0
0.0,0.0,1.0,0.0,0.0,1.0,0.3854165025399161,1.0,1.0,1.0,0.3854165025399161,0.0,4.0,0.0,0.0,0.0,5.0
0.0,0.0,1.0,0.0,0.0,1.0,0.015966252220214194,1.0,1.0,1.0,0.015966252220214194,0.0,4.0,0.0,0.0,0.0,5.0
0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.769106174377851,0.0,4.0,0.0,0.0,0.0,5.0
0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.24102546602601171,0.0,4.0,0.7589745339739883,0.0,0.0,5.0
0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,4.0,0.3167364811745418,0.0,0.0,5.0
0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,4.0,0.6099966577826209,0.0,0.0,5.0
0.0,0.0,1.0,0.0,0.0,1.0,0.8331949117361643,1.0,1.0,1.0,0.8331949117361643,0.0,4.0,0.0,0.0,0.0,5.0
0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.8266353464922279,0.0,4.0,0.17336465350777208,0.0,0.0,5.0
0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.3910606075732408,0.0,4.0,0.6089393924267592,0.0,0.0,5.0
0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.18223608778806233,0.0,4.0,0.8177639122119377,0.0,0.0,5.0
0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,4.0,0.7553614103176525,0.0,0.0,5.0
0.0,0.0,1.0,0.0,0.0,1.0,0.4251558744912447,1.0,1.0,1.0,0.4251558744912447,0.0,4.0,0.0,0.0,0.0,5.0
0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.7920583371318112,0.0,4.0,0.20794166286818883,0.0,0.0,5.0
0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,4.0,0.43229967218000853,0.0,0.0,5.0
0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.03131329245555858,0.0,4.0,0.0,0.0,0.0,5.0
0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.1577152254050015,0.0,4.0,0.8422847745949985,0.0,0.0,5.0
0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,4.0,0.44975413336976566,0.0,0.0,5.0
0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.3951502360018144,0.0,4.0,0.6048497639981856,0.0,0.0,5.0
0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,4.0,0.0733411342062058,0.0,0.0,5.0
0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.2727280041435791,0.0,4.0,0.7272719958564209,0.0,0.0,5.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0
0.0,0.0,1.0,0.0,0.9929336947802826,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.47522533974161085,0.0,6.0,0.0,0.0,0.0,6.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0
0.9533343367863846,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6.0,0.0,0.7672286595696958,0.0,6.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0
0.0,0.0,1.0,0.0,0.3816139906669127,0.0,0.3816139906669127,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0
0.38246199126716274,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0
0.3196924614122203,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6.0,0.0,0.549500748030457,0.0,6.0
0.0,0.0,1.0,0.0,0.9867350388401335,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0
0.05779824431514724,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0
0.4367117821544607,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0
0.3854165025399161,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.9840337477797858,0.0,6.0,0.0,0.9840337477797858,0.0,6.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6.0,0.0,0.769106174377851,0.0,6.0
0.0,0.0,1.0,0.0,0.24102546602601171,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0
0.3167364811745418,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0
0.3900033422173791,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0
0.0,0.0,1.0,0.0,0.8331949117361643,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.8266353464922279,0.0,6.0,0.0,0.8266353464922279,0.0,6.0
0.0,0.0,1.0,0.0,0.3910606075732408,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6.0,0.0,0.18223608778806233,0.0,6.0
0.24463858968234753,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6.0,0.0,0.5748441255087553,0.0,6.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0
0.43229967218000853,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0
0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,7.0
0.0,0.0,1.0,0.0,0.0,0.0,0.06505159298527952,0.0,0.0,0.9349484070147205,0.0,0.0,0.0,0.0,0.0,0.0,7.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
0.0,0.0,0.9656320330745594,0.0,0.0,0.9656320330745594,1.0,0.0,0.0,0.03436796692544064,0.03436796692544064,0.0,8.0,0.03436796692544064,0.0,0.9656320330745594,7.0
0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.191602651883539,0.0,0.0,0.0,7.0
0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,7.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
0.0,0.0,0.6842330265121569,0.0,0.0,0.6842330265121569,1.0,0.0,0.0,0.3157669734878431,0.3157669734878431,0.0,8.0,0.3157669734878431,0.0,0.6842330265121569,7.0
0.0,0.0,0.4401524937396013,0.0,0.0,0.4401524937396013,1.0,0.0,0.0,0.5598475062603987,0.5598475062603987,0.0,8.0,0.5598475062603987,0.0,0.4401524937396013,7.0
0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.244076469689558,0.0,0.0,0.0,7.0
0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.504823089888729,0.0,0.0,0.0,7.0
0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.034388521115218,0.0,0.0,0.0,7.0
0.0,0.0,1.0,0.0,0.0,0.0,0.09067959792121794,0.0,0.0,0.9093204020787821,0.0,0.0,0.0,0.0,0.0,0.0,7.0
0.0,0.0,0.2587799816000169,0.0,0.0,0.2587799816000169,1.0,0.0,0.0,0.7412200183999831,0.7412200183999831,0.0,7.482440036799966,0.7412200183999831,0.0,0.0,7.0
0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.337477715646018,0.0,0.0,0.0,7.0
0.0,0.0,1.0,0.0,0.0,0.0,0.688288923910589,0.0,0.0,0.31171107608941095,0.0,0.0,0.0,0.0,0.0,0.0,7.0
0.0,0.0,1.0,0.0,0.0,0.5200680211778108,1.0,0.0,0.0,0.0,0.5200680211778108,0.0,0.0,0.0,0.0,0.0,7.0
0.0,0.0,0.5467102793432796,0.0,0.0,0.5467102793432796,1.0,0.0,0.0,0.45328972065672035,0.45328972065672035,0.0,6.906579441313441,0.45328972065672035,0.0,0.0,7.0
0.0,0.0,0.18485445552552704,0.0,0.0,0.18485445552552704,1.0,0.0,0.0,0.815145544474473,0.815145544474473,0.0,7.630291088948946,0.815145544474473,0.0,0.0,7.0
0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.030415372235441,0.0,0.0,0.0,7.0
0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.449734353277771,0.0,0.0,0.22486717663888545,7.0
0.0,0.0,1.0,0.0,0.0,0.0,0.9394989415641891,0.0,0.0,0.060501058435810884,0.0,0.0,0.0,0.0,0.0,0.0,7.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
0.0,0.0,0.0884925020519195,0.0,0.0,0.0884925020519195,1.0,0.0,0.0,0.9115074979480805,0.9115074979480805,0.0,7.823014995896161,0.9115074979480805,0.0,0.0,7.0
0.0,0.0,1.0,0.0,0.0,0.0,0.1959828624191452,0.0,0.0,0.8040171375808548,0.0,0.0,0.0,0.0,0.0,0.0,7.0
0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.045227288910538,0.0,0.0,0.0,7.0
0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,7.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,7.0
